ticker,monday_date,friday_date,dte,type,yield_target,monday_close,contract_id,strike,moneyness_actual,premium_mark,bid,ask,spread_rel,delta,iv,yield_actual,friday_close,return_pct,assigned,intrinsic_at_expiry,premium_received_mark,premium_received_bid,assignment_pnl,net_pnl_mark,net_pnl_bid,capital_per_contract,pnl_pct_capital,p_mkt_success
CEG,2024-11-25,2024-11-29,4,CSP,0.015,248.93,CEG241129P00247500,247.5,0.0057445868316394755,2.9,2.1,3.7,0.5517241379310345,-0.42435,0.34658,0.011717171717171716,256.56,0.030651187080705355,False,0.0,290.0,210.0,0.0,290.0,210.0,24750.0,0.008484848484848486,0.57565
CEG,2024-12-02,2024-12-06,4,CC,0.01,249.58,CEG241206C00255000,255.0,0.021716483692603594,2.42,2.1,2.75,0.26859504132231404,0.33045,0.43438,0.009696289766808237,253.63,0.01622726179982359,False,0.0,242.0,210.0,0.0,242.0,210.0,24958.0,0.008414135748056736,0.66955
CEG,2024-12-02,2024-12-06,4,CC,0.015,249.58,CEG241206C00252500,252.5,0.011699655421107513,3.12,2.55,3.7,0.36858974358974367,0.40728,0.41487,0.01250100168282715,253.63,0.01622726179982359,True,1.1299999999999955,312.0,254.99999999999997,-112.99999999999955,199.00000000000045,142.00000000000043,24958.0,0.0056895584582098094,0.59272
CEG,2024-12-02,2024-12-06,4,CC,0.02,249.58,CEG241206C00250000,250.0,0.0016828271496112102,4.65,4.5,4.8,0.06451612903225802,0.49999,0.46365,0.01863130058498277,253.63,0.01622726179982359,True,3.6299999999999955,465.00000000000006,450.0,-362.99999999999955,102.00000000000051,87.00000000000045,24958.0,0.0034858562384806656,0.5000100000000001
CEG,2024-12-02,2024-12-06,4,CSP,0.005,249.58,CEG241206P00240000,240.0,0.038384485936373114,1.02,0.8,1.25,0.4411764705882352,-0.17502,0.41487,0.00425,253.63,0.01622726179982359,False,0.0,102.0,80.0,0.0,102.0,80.0,24000.0,0.0033333333333333335,0.82498
CEG,2024-12-02,2024-12-06,4,CSP,0.01,249.58,CEG241206P00245000,245.0,0.018350829393380952,2.3,1.0,3.6,1.1304347826086958,-0.32285,0.41487,0.009387755102040816,253.63,0.01622726179982359,False,0.0,229.99999999999997,100.0,0.0,229.99999999999997,100.0,24500.0,0.004081632653061225,0.6771499999999999
CEG,2024-12-02,2024-12-06,4,CSP,0.015,249.58,CEG241206P00247500,247.5,0.00833400112188487,3.15,2.6,3.7,0.34920634920634924,-0.4089,0.40511,0.012727272727272728,253.63,0.01622726179982359,False,0.0,315.0,260.0,0.0,315.0,260.0,24750.0,0.010505050505050505,0.5911
CEG,2024-12-09,2024-12-13,4,CC,0.005,239.85,CEG241213C00252500,252.5,0.052741296643735724,1.23,1.0,1.45,0.36585365853658536,0.17828,0.51243,0.005128205128205128,239.07,-0.003252032520325243,False,0.0,123.0,100.0,0.0,123.0,100.0,23985.0,0.004169272461955389,0.82172
CEG,2024-12-09,2024-12-13,4,CC,0.01,239.85,CEG241213C00247500,247.5,0.031894934333958735,2.42,2.2,2.65,0.1859504132231404,0.29911,0.53194,0.01008963935793204,239.07,-0.003252032520325243,False,0.0,242.0,220.00000000000003,0.0,242.0,220.00000000000003,23985.0,0.009172399416301857,0.70089
CEG,2024-12-09,2024-12-13,4,CC,0.015,239.85,CEG241213C00245000,245.0,0.02147175317907024,3.3,3.0,3.6,0.18181818181818185,0.3679,0.54169,0.013758599124452783,239.07,-0.003252032520325243,False,0.0,330.0,300.0,0.0,330.0,300.0,23985.0,0.012507817385866166,0.6321
CEG,2024-12-09,2024-12-13,4,CC,0.02,239.85,CEG241213C00240000,240.0,0.0006253908692932519,5.4,4.7,6.1,0.25925925925925913,0.51044,0.54169,0.022514071294559103,239.07,-0.003252032520325243,False,0.0,540.0,470.0,0.0,540.0,470.0,23985.0,0.01959558057119033,0.48956
CEG,2024-12-09,2024-12-13,4,CC,0.025,239.85,CEG241213C00240000,240.0,0.0006253908692932519,5.4,4.7,6.1,0.25925925925925913,0.51044,0.54169,0.022514071294559103,239.07,-0.003252032520325243,False,0.0,540.0,470.0,0.0,540.0,470.0,23985.0,0.01959558057119033,0.48956
CEG,2024-12-09,2024-12-13,4,CC,0.03,239.85,CEG241213C00240000,240.0,0.0006253908692932519,5.4,4.7,6.1,0.25925925925925913,0.51044,0.54169,0.022514071294559103,239.07,-0.003252032520325243,False,0.0,540.0,470.0,0.0,540.0,470.0,23985.0,0.01959558057119033,0.48956
CEG,2024-12-09,2024-12-13,4,CSP,0.005,239.85,CEG241213P00227500,227.5,0.051490514905149,1.35,1.0,1.7,0.5185185185185185,-0.17419,0.56121,0.0059340659340659345,239.07,-0.003252032520325243,False,0.0,135.0,100.0,0.0,135.0,100.0,22750.0,0.004395604395604396,0.8258099999999999
CEG,2024-12-09,2024-12-13,4,CSP,0.01,239.85,CEG241213P00232500,232.5,0.03064415259537212,2.08,1.15,3.0,0.889423076923077,-0.26523,0.50267,0.008946236559139785,239.07,-0.003252032520325243,False,0.0,208.0,114.99999999999999,0.0,208.0,114.99999999999999,23250.0,0.0049462365591397845,0.7347699999999999
CEG,2024-12-09,2024-12-13,4,CSP,0.015,239.85,CEG241213P00237500,237.5,0.009797790285595132,3.52,2.55,4.5,0.5539772727272728,-0.40615,0.46365,0.014821052631578947,239.07,-0.003252032520325243,False,0.0,352.0,254.99999999999997,0.0,352.0,254.99999999999997,23750.0,0.010736842105263157,0.59385
CEG,2024-12-16,2024-12-20,4,CC,0.005,239.3,CEG241220C00267500,267.5,0.11784371082323442,1.17,0.05,2.3,1.9230769230769231,0.11586,0.85388,0.004889260342666109,227.02,-0.051316339323025484,False,0.0,117.0,5.0,0.0,117.0,5.0,23930.0,0.0002089427496865859,0.88414
CEG,2024-12-16,2024-12-20,4,CC,0.01,239.3,CEG241220C00247500,247.5,0.03426661094860006,2.08,1.95,2.2,0.12019230769230779,0.27278,0.50267,0.008692018386961972,227.02,-0.051316339323025484,False,0.0,208.0,195.0,0.0,208.0,195.0,23930.0,0.00814876723777685,0.72722
CEG,2024-12-16,2024-12-20,4,CC,0.015,239.3,CEG241220C00245000,245.0,0.023819473464270713,3.55,2.6,4.5,0.5352112676056338,0.36625,0.59047,0.014834935227747596,227.02,-0.051316339323025484,False,0.0,355.0,260.0,0.0,355.0,260.0,23930.0,0.010865022983702465,0.63375
CEG,2024-12-16,2024-12-20,4,CC,0.02,239.3,CEG241220C00240000,240.0,0.0029251984956122357,4.7,4.4,5.0,0.127659574468085,0.49216,0.50267,0.01964061847053907,227.02,-0.051316339323025484,False,0.0,470.0,440.00000000000006,0.0,470.0,440.00000000000006,23930.0,0.01838696197241956,0.5078400000000001
CEG,2024-12-16,2024-12-20,4,CC,0.025,239.3,CEG241220C00240000,240.0,0.0029251984956122357,4.7,4.4,5.0,0.127659574468085,0.49216,0.50267,0.01964061847053907,227.02,-0.051316339323025484,False,0.0,470.0,440.00000000000006,0.0,470.0,440.00000000000006,23930.0,0.01838696197241956,0.5078400000000001
CEG,2024-12-16,2024-12-20,4,CSP,0.005,239.3,CEG241220P00230000,230.0,0.03886335144170505,1.38,1.1,1.65,0.39855072463768104,-0.20193,0.4734,0.005999999999999999,227.02,-0.051316339323025484,True,2.9799999999999898,138.0,110.00000000000001,-297.999999999999,-159.99999999999898,-187.99999999999898,23000.0,-0.008173913043478217,0.7980700000000001
CEG,2024-12-16,2024-12-20,4,CSP,0.01,239.3,CEG241220P00232500,232.5,0.028416213957375702,1.97,1.65,2.3,0.32994923857868014,-0.26875,0.4734,0.008473118279569892,227.02,-0.051316339323025484,True,5.47999999999999,197.0,165.0,-547.999999999999,-350.999999999999,-382.999999999999,23250.0,-0.01647311827956985,0.73125
CEG,2024-12-16,2024-12-20,4,CSP,0.015,239.3,CEG241220P00237500,237.5,0.007521938988717114,3.85,3.6,4.1,0.12987012987012975,-0.42573,0.4734,0.016210526315789474,227.02,-0.051316339323025484,True,10.47999999999999,385.0,360.0,-1047.999999999999,-662.9999999999991,-687.9999999999991,23750.0,-0.02896842105263154,0.5742700000000001
CEG,2024-12-16,2024-12-20,4,CSP,0.02,239.3,CEG241220P00237500,237.5,0.007521938988717114,3.85,3.6,4.1,0.12987012987012975,-0.42573,0.4734,0.016210526315789474,227.02,-0.051316339323025484,True,10.47999999999999,385.0,360.0,-1047.999999999999,-662.9999999999991,-687.9999999999991,23750.0,-0.02896842105263154,0.5742700000000001
CEG,2024-12-23,2024-12-27,4,CC,0.005,228.28,CEG241227C00235000,235.0,0.029437532854389437,1.35,1.2,1.5,0.22222222222222224,0.24611,0.3856,0.005913790082355003,226.54,-0.007622218328368735,False,0.0,135.0,120.0,0.0,135.0,120.0,22828.0,0.005256702295426669,0.75389
CEG,2024-12-23,2024-12-27,4,CC,0.01,228.28,CEG241227C00230000,230.0,0.007534606623444962,2.35,1.4,3.3,0.8085106382978723,0.42534,0.32707,0.010294375328543893,226.54,-0.007622218328368735,False,0.0,235.0,140.0,0.0,235.0,140.0,22828.0,0.0061328193446644474,0.57466
CEG,2024-12-23,2024-12-27,4,CSP,0.005,228.28,CEG241227P00220000,220.0,0.03627124583844399,1.12,0.8,1.45,0.5803571428571427,-0.19378,0.42462,0.005090909090909091,226.54,-0.007622218328368735,False,0.0,112.00000000000001,80.0,0.0,112.00000000000001,80.0,22000.0,0.0036363636363636364,0.8062199999999999
CEG,2024-12-23,2024-12-27,4,CSP,0.01,228.28,CEG241227P00227500,227.5,0.003416856492027387,2.45,1.4,3.5,0.8571428571428571,-0.44409,0.2978,0.01076923076923077,226.54,-0.007622218328368735,True,0.960000000000008,245.00000000000003,140.0,-96.0000000000008,148.99999999999923,43.999999999999204,22750.0,0.001934065934065899,0.55591
CEG,2024-12-30,2025-01-03,4,CC,0.01,226.32,CEG250103C00230000,230.0,0.016260162601626105,2.3,1.85,2.75,0.391304347826087,0.36394,0.40511,0.01016260162601626,252.4,0.11523506539413231,True,22.400000000000006,229.99999999999997,185.0,-2240.0000000000005,-2010.0000000000005,-2055.0000000000005,22632.0,-0.09080063626723225,0.6360600000000001
CEG,2024-12-30,2025-01-03,4,CC,0.015,226.32,CEG250103C00227500,227.5,0.005213856486391055,3.27,2.75,3.8,0.3211009174311926,0.46276,0.39536,0.014448568398727466,252.4,0.11523506539413231,True,24.900000000000006,327.0,275.0,-2490.0000000000005,-2163.0000000000005,-2215.0000000000005,22632.0,-0.0978702721809827,0.5372399999999999
CEG,2024-12-30,2025-01-03,4,CSP,0.005,226.32,CEG250103P00215000,215.0,0.0500176740897843,0.88,0.55,1.2,0.7386363636363635,-0.14705,0.48316,0.004093023255813954,252.4,0.11523506539413231,False,0.0,88.0,55.00000000000001,0.0,88.0,55.00000000000001,21500.0,0.002558139534883721,0.85295
CEG,2024-12-30,2025-01-03,4,CSP,0.01,226.32,CEG250103P00222500,222.5,0.016878755744079155,2.4,2.1,2.7,0.25000000000000006,-0.34181,0.43438,0.010786516853932584,252.4,0.11523506539413231,False,0.0,240.0,210.0,0.0,240.0,210.0,22250.0,0.00943820224719101,0.65819
CEG,2024-12-30,2025-01-03,4,CSP,0.015,226.32,CEG250103P00225000,225.0,0.005832449628844105,3.25,2.9,3.6,0.21538461538461545,-0.43356,0.41487,0.014444444444444444,252.4,0.11523506539413231,False,0.0,325.0,290.0,0.0,325.0,290.0,22500.0,0.012888888888888889,0.56644
CEG,2025-01-06,2025-01-10,4,CC,0.005,264.28,CEG250110C00280000,280.0,0.05948236718631761,1.43,0.85,2.0,0.8041958041958042,0.17648,0.57096,0.005410927803844408,305.19,0.15479794157711524,True,25.189999999999998,143.0,85.0,-2519.0,-2376.0,-2434.0,26427.999999999996,-0.09209928863326776,0.82352
CEG,2025-01-06,2025-01-10,4,CC,0.01,264.28,CEG250110C00270000,270.0,0.02164371121537778,3.23,2.85,3.6,0.23219814241486067,0.3551,0.50267,0.012221885878613593,305.19,0.15479794157711524,True,35.19,323.0,285.0,-3519.0,-3196.0,-3234.0,26427.999999999996,-0.12237021341001969,0.6449
CEG,2025-01-06,2025-01-10,4,CC,0.015,264.28,CEG250110C00270000,270.0,0.02164371121537778,3.23,2.85,3.6,0.23219814241486067,0.3551,0.50267,0.012221885878613593,305.19,0.15479794157711524,True,35.19,323.0,285.0,-3519.0,-3196.0,-3234.0,26427.999999999996,-0.12237021341001969,0.6449
CEG,2025-01-06,2025-01-10,4,CC,0.02,264.28,CEG250110C00265000,265.0,0.0027243832299077564,5.25,4.8,5.7,0.17142857142857149,0.49347,0.50267,0.019865294384743454,305.19,0.15479794157711524,True,40.19,525.0,480.0,-4019.0,-3494.0,-3539.0,26427.999999999996,-0.13391100348115637,0.5065299999999999
CEG,2025-01-06,2025-01-10,4,CC,0.025,264.28,CEG250110C00265000,265.0,0.0027243832299077564,5.25,4.8,5.7,0.17142857142857149,0.49347,0.50267,0.019865294384743454,305.19,0.15479794157711524,True,40.19,525.0,480.0,-4019.0,-3494.0,-3539.0,26427.999999999996,-0.13391100348115637,0.5065299999999999
CEG,2025-01-06,2025-01-10,4,CSP,0.005,264.28,CEG250110P00252500,252.5,0.04457393673376708,1.15,1.05,1.25,0.17391304347826084,-0.16515,0.46365,0.004554455445544554,305.19,0.15479794157711524,False,0.0,114.99999999999999,105.0,0.0,114.99999999999999,105.0,25250.0,0.004158415841584159,0.83485
CEG,2025-01-13,2025-01-17,4,CC,0.005,279.24,CEG250117C00295000,295.0,0.05643890560091669,1.5,1.2,1.8,0.4000000000000001,0.18036,0.55145,0.0053717232488182205,316.36,0.13293224466408815,True,21.360000000000014,150.0,120.0,-2136.0000000000014,-1986.0000000000014,-2016.0000000000014,27924.0,-0.07219596046411694,0.81964
CEG,2025-01-13,2025-01-17,4,CC,0.01,279.24,CEG250117C00290000,290.0,0.03853316143818941,2.4,2.05,2.75,0.29166666666666674,0.26024,0.53194,0.008594757198109152,316.36,0.13293224466408815,True,26.360000000000014,240.0,204.99999999999997,-2636.0000000000014,-2396.0000000000014,-2431.0000000000014,27924.0,-0.08705772811918068,0.73976
CEG,2025-01-13,2025-01-17,4,CC,0.015,279.24,CEG250117C00285000,285.0,0.020627417275461912,4.15,4.0,4.3,0.07228915662650598,0.37825,0.56121,0.014861767655063746,316.36,0.13293224466408815,True,31.360000000000014,415.00000000000006,400.0,-3136.0000000000014,-2721.0000000000014,-2736.0000000000014,27924.0,-0.0979802320584444,0.62175
CEG,2025-01-13,2025-01-17,4,CC,0.02,279.24,CEG250117C00280000,280.0,0.002721673112734635,5.9,5.5,6.3,0.13559322033898302,0.49504,0.53194,0.021128778112018336,316.36,0.13293224466408815,True,36.360000000000014,590.0,550.0,-3636.0000000000014,-3046.0000000000014,-3086.0000000000014,27924.0,-0.11051425297235358,0.5049600000000001
CEG,2025-01-13,2025-01-17,4,CC,0.025,279.24,CEG250117C00280000,280.0,0.002721673112734635,5.9,5.5,6.3,0.13559322033898302,0.49504,0.53194,0.021128778112018336,316.36,0.13293224466408815,True,36.360000000000014,590.0,550.0,-3636.0000000000014,-3046.0000000000014,-3086.0000000000014,27924.0,-0.11051425297235358,0.5049600000000001
CEG,2025-01-13,2025-01-17,4,CSP,0.005,279.24,CEG250117P00262500,262.5,0.05994843145681139,1.12,1.05,1.2,0.13392857142857134,-0.13394,0.55145,0.004266666666666667,316.36,0.13293224466408815,False,0.0,112.00000000000001,105.0,0.0,112.00000000000001,105.0,26250.0,0.004,0.86606
CEG,2025-01-13,2025-01-17,4,CSP,0.01,279.24,CEG250117P00270000,270.0,0.03308981521272025,2.75,2.4,3.1,0.25454545454545463,-0.26764,0.55145,0.010185185185185186,316.36,0.13293224466408815,False,0.0,275.0,240.0,0.0,275.0,240.0,27000.0,0.008888888888888889,0.73236
CEG,2025-01-13,2025-01-17,4,CSP,0.015,279.24,CEG250117P00272500,272.5,0.024136943131356614,3.7,3.3,4.1,0.21621621621621614,-0.32758,0.57096,0.013577981651376147,316.36,0.13293224466408815,False,0.0,370.0,330.0,0.0,370.0,330.0,27250.0,0.012110091743119266,0.67242
CEG,2025-01-13,2025-01-17,4,CSP,0.02,279.24,CEG250117P00277500,277.5,0.006231198968629115,5.7,5.2,6.2,0.17543859649122806,-0.44338,0.57096,0.020540540540540542,316.36,0.13293224466408815,False,0.0,570.0,520.0,0.0,570.0,520.0,27750.0,0.018738738738738738,0.55662
CEG,2025-01-13,2025-01-17,4,CSP,0.025,279.24,CEG250117P00277500,277.5,0.006231198968629115,5.7,5.2,6.2,0.17543859649122806,-0.44338,0.57096,0.020540540540540542,316.36,0.13293224466408815,False,0.0,570.0,520.0,0.0,570.0,520.0,27750.0,0.018738738738738738,0.55662
CEG,2025-01-27,2025-01-31,4,CC,0.005,275.0,CEG250131C00310000,310.0,0.1272727272727272,1.4,1.3,1.5,0.14285714285714282,0.11477,0.91242,0.00509090909090909,299.98,0.0908363636363636,False,0.0,140.0,130.0,0.0,140.0,130.0,27500.0,0.0047272727272727275,0.88523
CEG,2025-01-27,2025-01-31,4,CC,0.01,275.0,CEG250131C00300000,300.0,0.09090909090909083,2.77,2.55,3.0,0.16245487364620945,0.19818,0.92217,0.010072727272727273,299.98,0.0908363636363636,False,0.0,277.0,254.99999999999997,0.0,277.0,254.99999999999997,27500.0,0.009272727272727271,0.80182
CEG,2025-01-27,2025-01-31,4,CC,0.015,275.0,CEG250131C00295000,295.0,0.07272727272727275,4.05,3.5,4.6,0.27160493827160487,0.25775,0.95144,0.014727272727272726,299.98,0.0908363636363636,True,4.980000000000018,405.0,350.0,-498.0000000000018,-93.00000000000182,-148.00000000000182,27500.0,-0.005381818181818248,0.7422500000000001
CEG,2025-01-27,2025-01-31,4,CC,0.02,275.0,CEG250131C00290000,290.0,0.05454545454545445,5.35,5.0,5.7,0.13084112149532715,0.31609,0.95144,0.019454545454545454,299.98,0.0908363636363636,True,9.980000000000018,535.0,500.0,-998.0000000000018,-463.0000000000018,-498.0000000000018,27500.0,-0.018109090909090974,0.68391
CEG,2025-01-27,2025-01-31,4,CC,0.025,275.0,CEG250131C00285000,285.0,0.036363636363636376,7.8,6.7,8.9,0.2820512820512821,0.39375,1.03924,0.02836363636363636,299.98,0.0908363636363636,True,14.980000000000018,780.0,670.0,-1498.0000000000018,-718.0000000000018,-828.0000000000018,27500.0,-0.030109090909090974,0.60625
CEG,2025-01-27,2025-01-31,4,CC,0.03,275.0,CEG250131C00285000,285.0,0.036363636363636376,7.8,6.7,8.9,0.2820512820512821,0.39375,1.03924,0.02836363636363636,299.98,0.0908363636363636,True,14.980000000000018,780.0,670.0,-1498.0000000000018,-718.0000000000018,-828.0000000000018,27500.0,-0.030109090909090974,0.60625
CEG,2025-01-27,2025-01-31,4,CC,0.035,275.0,CEG250131C00280000,280.0,0.018181818181818077,9.0,8.4,9.6,0.13333333333333325,0.45154,0.97095,0.03272727272727273,299.98,0.0908363636363636,True,19.980000000000018,900.0,840.0,-1998.0000000000018,-1098.0000000000018,-1158.0000000000018,27500.0,-0.04210909090909098,0.54846
CEG,2025-01-27,2025-01-31,4,CC,0.04,275.0,CEG250131C00277500,277.5,0.009090909090909038,10.3,9.6,11.0,0.1359223300970874,0.48769,0.99046,0.037454545454545456,299.98,0.0908363636363636,True,22.480000000000018,1030.0,960.0,-2248.000000000002,-1218.0000000000018,-1288.0000000000018,27500.0,-0.046836363636363704,0.51231
CEG,2025-01-27,2025-01-31,4,CC,0.045,275.0,CEG250131C00277500,277.5,0.009090909090909038,10.3,9.6,11.0,0.1359223300970874,0.48769,0.99046,0.037454545454545456,299.98,0.0908363636363636,True,22.480000000000018,1030.0,960.0,-2248.000000000002,-1218.0000000000018,-1288.0000000000018,27500.0,-0.046836363636363704,0.51231
CEG,2025-01-27,2025-01-31,4,CSP,0.005,275.0,CEG250131P00230000,230.0,0.1636363636363637,0.93,0.85,1.0,0.16129032258064518,-0.0617,1.15631,0.004043478260869565,299.98,0.0908363636363636,False,0.0,93.0,85.0,0.0,93.0,85.0,23000.0,0.0036956521739130435,0.9383
CEG,2025-01-27,2025-01-31,4,CSP,0.01,275.0,CEG250131P00245000,245.0,0.10909090909090913,2.3,2.0,2.6,0.26086956521739135,-0.13919,1.07827,0.009387755102040816,299.98,0.0908363636363636,False,0.0,229.99999999999997,200.0,0.0,229.99999999999997,200.0,24500.0,0.00816326530612245,0.86081
CEG,2025-01-27,2025-01-31,4,CSP,0.015,275.0,CEG250131P00255000,255.0,0.07272727272727275,4.05,3.4,4.7,0.32098765432098775,-0.22395,1.02949,0.01588235294117647,299.98,0.0908363636363636,False,0.0,405.0,340.0,0.0,405.0,340.0,25500.0,0.013333333333333334,0.77605
CEG,2025-01-27,2025-01-31,4,CSP,0.02,275.0,CEG250131P00260000,260.0,0.054545454545454564,6.2,5.5,6.9,0.22580645161290328,-0.29259,1.10753,0.023846153846153847,299.98,0.0908363636363636,False,0.0,620.0,550.0,0.0,620.0,550.0,26000.0,0.021153846153846155,0.70741
CEG,2025-01-27,2025-01-31,4,CSP,0.025,275.0,CEG250131P00260000,260.0,0.054545454545454564,6.2,5.5,6.9,0.22580645161290328,-0.29259,1.10753,0.023846153846153847,299.98,0.0908363636363636,False,0.0,620.0,550.0,0.0,620.0,550.0,26000.0,0.021153846153846155,0.70741
CEG,2025-01-27,2025-01-31,4,CSP,0.03,275.0,CEG250131P00265000,265.0,0.036363636363636376,7.45,7.1,7.8,0.09395973154362418,-0.34585,1.049,0.02811320754716981,299.98,0.0908363636363636,False,0.0,745.0,710.0,0.0,745.0,710.0,26500.0,0.02679245283018868,0.65415
CEG,2025-01-27,2025-01-31,4,CSP,0.035,275.0,CEG250131P00270000,270.0,0.018181818181818188,9.4,8.9,9.9,0.10638297872340426,-0.41005,1.03924,0.03481481481481482,299.98,0.0908363636363636,False,0.0,940.0,890.0,0.0,940.0,890.0,27000.0,0.032962962962962965,0.58995
CEG,2025-01-27,2025-01-31,4,CSP,0.04,275.0,CEG250131P00270000,270.0,0.018181818181818188,9.4,8.9,9.9,0.10638297872340426,-0.41005,1.03924,0.03481481481481482,299.98,0.0908363636363636,False,0.0,940.0,890.0,0.0,940.0,890.0,27000.0,0.032962962962962965,0.58995
CEG,2025-01-27,2025-01-31,4,CSP,0.045,275.0,CEG250131P00270000,270.0,0.018181818181818188,9.4,8.9,9.9,0.10638297872340426,-0.41005,1.03924,0.03481481481481482,299.98,0.0908363636363636,False,0.0,940.0,890.0,0.0,940.0,890.0,27000.0,0.032962962962962965,0.58995
CEG,2025-02-03,2025-02-07,4,CC,0.005,306.31,CEG250207C00330000,330.0,0.0773399497241356,1.45,1.2,1.7,0.3448275862068966,0.14172,0.63925,0.004733766445757566,309.79,0.011361039469818257,False,0.0,145.0,120.0,0.0,145.0,120.0,30631.0,0.003917599817178675,0.8582799999999999
CEG,2025-02-03,2025-02-07,4,CC,0.01,306.31,CEG250207C00322500,322.5,0.05285495086676906,2.62,2.3,2.95,0.24809160305343525,0.22921,0.6295,0.008553426267506775,309.79,0.011361039469818257,False,0.0,262.0,229.99999999999997,0.0,262.0,229.99999999999997,30631.0,0.0075087329829257934,0.77079
CEG,2025-02-03,2025-02-07,4,CC,0.015,306.31,CEG250207C00315000,315.0,0.02836995200940229,4.2,3.4,5.0,0.38095238095238093,0.34228,0.60023,0.013711599360125363,309.79,0.011361039469818257,False,0.0,420.0,340.0,0.0,420.0,340.0,30631.0,0.011099866148672912,0.6577200000000001
CEG,2025-02-03,2025-02-07,4,CC,0.02,306.31,CEG250207C00312500,312.5,0.020208285723613217,6.35,5.3,7.4,0.3307086614173229,0.40871,0.69779,0.02073063236590382,309.79,0.011361039469818257,False,0.0,635.0,530.0,0.0,635.0,530.0,30631.0,0.017302732525872482,0.59129
CEG,2025-02-03,2025-02-07,4,CC,0.025,306.31,CEG250207C00307500,307.5,0.0038849531520355196,7.8,7.5,8.1,0.07692307692307689,0.49357,0.64901,0.025464398811661387,309.79,0.011361039469818257,True,2.2900000000000205,780.0,750.0,-229.00000000000205,550.999999999998,520.999999999998,30631.0,0.017008912539584014,0.5064299999999999
CEG,2025-02-03,2025-02-07,4,CC,0.03,306.31,CEG250207C00307500,307.5,0.0038849531520355196,7.8,7.5,8.1,0.07692307692307689,0.49357,0.64901,0.025464398811661387,309.79,0.011361039469818257,True,2.2900000000000205,780.0,750.0,-229.00000000000205,550.999999999998,520.999999999998,30631.0,0.017008912539584014,0.5064299999999999
CEG,2025-02-03,2025-02-07,4,CSP,0.005,306.31,CEG250207P00282500,282.5,0.07773170970585352,1.4,1.3,1.5,0.14285714285714282,-0.12179,0.68803,0.00495575221238938,309.79,0.011361039469818257,False,0.0,140.0,130.0,0.0,140.0,130.0,28250.0,0.004601769911504424,0.87821
CEG,2025-02-03,2025-02-07,4,CSP,0.01,306.31,CEG250207P00290000,290.0,0.05324671084848687,2.62,2.5,2.75,0.09541984732824427,-0.20817,0.67828,0.00903448275862069,309.79,0.011361039469818257,False,0.0,262.0,250.0,0.0,262.0,250.0,29000.0,0.008620689655172414,0.79183
CEG,2025-02-03,2025-02-07,4,CSP,0.015,306.31,CEG250207P00295000,295.0,0.03692337827690906,4.45,3.7,5.2,0.33707865168539325,-0.29291,0.7173,0.015084745762711864,309.79,0.011361039469818257,False,0.0,445.0,370.0,0.0,445.0,370.0,29500.0,0.012542372881355932,0.70709
CEG,2025-02-03,2025-02-07,4,CSP,0.02,306.31,CEG250207P00302500,302.5,0.01243837941954229,6.05,5.3,6.8,0.24793388429752067,-0.40801,0.61974,0.02,309.79,0.011361039469818257,False,0.0,605.0,530.0,0.0,605.0,530.0,30250.0,0.017520661157024792,0.59199
CEG,2025-02-03,2025-02-07,4,CSP,0.025,306.31,CEG250207P00305000,305.0,0.00427671313375344,7.65,7.4,7.9,0.06535947712418301,-0.45878,0.65876,0.025081967213114755,309.79,0.011361039469818257,False,0.0,765.0,740.0,0.0,765.0,740.0,30500.0,0.024262295081967214,0.54122
CEG,2025-02-03,2025-02-07,4,CSP,0.03,306.31,CEG250207P00305000,305.0,0.00427671313375344,7.65,7.4,7.9,0.06535947712418301,-0.45878,0.65876,0.025081967213114755,309.79,0.011361039469818257,False,0.0,765.0,740.0,0.0,765.0,740.0,30500.0,0.024262295081967214,0.54122
CEG,2025-02-10,2025-02-14,4,CC,0.005,321.83,CEG250214C00342500,342.5,0.06422645496069368,1.6,1.5,1.7,0.12499999999999997,0.16213,0.58072,0.004971568840692292,317.3,-0.014075754280210018,False,0.0,160.0,150.0,0.0,160.0,150.0,32183.0,0.004660845788149023,0.83787
CEG,2025-02-10,2025-02-14,4,CC,0.01,321.83,CEG250214C00335000,335.0,0.04092222601994844,3.03,2.85,3.2,0.11551155115511555,0.26331,0.57096,0.009414908492061025,317.3,-0.014075754280210018,False,0.0,303.0,285.0,0.0,303.0,285.0,32183.0,0.008855606997483143,0.7366900000000001
CEG,2025-02-10,2025-02-14,4,CC,0.015,321.83,CEG250214C00330000,330.0,0.02538607339278509,4.4,4.2,4.6,0.09090909090909079,0.35138,0.57096,0.013671814311903802,317.3,-0.014075754280210018,False,0.0,440.00000000000006,420.0,0.0,440.00000000000006,420.0,32183.0,0.013050368206817264,0.64862
CEG,2025-02-10,2025-02-14,4,CC,0.02,321.83,CEG250214C00325000,325.0,0.009849920765621745,6.2,5.9,6.5,0.09677419354838704,0.44853,0.56121,0.01926482925768263,317.3,-0.014075754280210018,False,0.0,620.0,590.0,0.0,620.0,590.0,32183.0,0.018332660100052824,0.55147
CEG,2025-02-10,2025-02-14,4,CC,0.025,321.83,CEG250214C00322500,322.5,0.0020818444520398494,6.95,6.2,7.7,0.2158273381294964,0.49961,0.53194,0.02159525215175714,317.3,-0.014075754280210018,False,0.0,695.0,620.0,0.0,695.0,620.0,32183.0,0.019264829257682626,0.50039
